설치지역,전처리_주소,방범용 번호,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
"도내동 1098 (도래울고교, 흥도초교 사이 횡단보도)",도내동 1098,S-5339,경기도 고양시 덕양구 도내동 1098,126.8705695,37.6285855,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 도래울1로 67,경기도 고양시 덕양구 도내동 1098,10551,4128153000,흥도동,4128110500,도내동
성사동 193-1,성사동 193-1,S-5340,경기도 고양시 덕양구 성사동 193-1,126.849138,37.6416413,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 흥도로417번길 27,경기도 고양시 덕양구 성사동 193-1,10480,4128153000,흥도동,4128110600,성사동
성사동 721,성사동 721,S-5341,경기도 고양시 덕양구 성사동 721,126.838613,37.6531973,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 721,10468,4128155000,성사2동,4128110600,성사동
성사동 115-3 (참좋은어린이집 앞),성사동 115-3,S-5342,경기도 고양시 덕양구 성사동 115-3,126.8461237,37.6379988,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 흥도로415번길 110,경기도 고양시 덕양구 성사동 115-3,10480,4128153000,흥도동,4128110600,성사동
도내동 839-5 (숲속유치원),도내동 839-5,S-5343,경기도 고양시 덕양구 도내동 839-5,126.8579494,37.6285721,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 흥도로 244,경기도 고양시 덕양구 도내동 839-5,10554,4128153000,흥도동,4128110500,도내동
원흥동 348-18 (원흥동 348-21),원흥동 348-18,S-5344,경기도 고양시 덕양구 원흥동 348-18,126.8666468,37.6354947,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서오릉로663번길 70,경기도 고양시 덕양구 원흥동 348-18,10552,4128153000,흥도동,4128110400,원흥동
도내동 770-14 (삼거리),도내동 770-14,S-5345,경기도 고양시 덕양구 도내동 770-14,126.8564162,37.6199525,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정로 75,경기도 고양시 덕양구 도내동 770-14,10487,4128153000,흥도동,4128110500,도내동
원흥동 698 (삼송초등학교 앞),원흥동 698,S-5346,경기도 고양시 덕양구 원흥동 698,126.8827684,37.6537049,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 원흥동 698,NULL,4128157700,삼송2동,4128110400,원흥동
도내동 1011 (엘에이치원흥도래울마을4단지 408동앞),도내동 1011,S-5348,경기도 고양시 덕양구 도내동 1011,126.8730342,37.6311679,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 도래울3로 33,경기도 고양시 덕양구 도내동 1011,10551,4128153000,흥도동,4128110500,도내동
도내동 582-9,도내동 582-9,S-5349,경기도 고양시 덕양구 도내동 582-9,126.8587548,37.6240568,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 흥도로 196,경기도 고양시 덕양구 도내동 582-9,10554,4128153000,흥도동,4128110500,도내동
"도내동 1106 (원흥동일스위트 6,7단지사이)",도내동 1106,S-5350,경기도 고양시 덕양구 도내동 1106,126.8699697,37.6263002,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 도내동 1106,10551,4128153000,흥도동,4128110500,도내동
"도내동 1077 (도래울성당 주변, 도래울공원)",도내동 1077,S-5351,경기도 고양시 덕양구 도내동 1077,126.8717034,37.6292721,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 도내동 1077,10551,4128153000,흥도동,4128110500,도내동
삼송동 30-70 (고양고등학교 정문 앞),삼송동 30-70,S-5352,경기도 고양시 덕양구 삼송동 30-70,126.8930289,37.6534052,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 30-70,NULL,4128157600,삼송1동,4128111100,삼송동
도내동 769-18 (도내10통 마을회관 앞),도내동 769-18,S-5353,경기도 고양시 덕양구 도내동 769-18,126.8572526,37.6193299,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 도내동 769-18,NULL,4128153000,흥도동,4128110500,도내동
도내동 703-5 (신흥관앞 삼거리),도내동 703-5,S-5354,경기도 고양시 덕양구 도내동 703-5,126.8616832,37.6192286,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 도내동 703-5,10488,4128153000,흥도동,4128110500,도내동
성사동 404-4 (미도아파트 앞),성사동 404-4,S-5401,경기도 고양시 덕양구 성사동 404-4,126.8422179,37.6560439,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 404-4,10465,4128154000,성사1동,4128110600,성사동
성사동 408-17 (장미빌라 앞),성사동 408-17,S-5402,경기도 고양시 덕양구 성사동 408-17,126.8422586,37.6541522,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 충장로475번길 13-7,경기도 고양시 덕양구 성사동 408-17,10465,4128154000,성사1동,4128110600,성사동
내곡동 200-10,내곡동 200-10,S-5403,경기도 고양시 덕양구 내곡동 200-10,126.8081848,37.6376216,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 내곡동 200-10,10457,4128161000,능곡동,4128112100,내곡동
"주교동 622 (성사,주교 지하차도 입구)",주교동 622,S-5404,경기도 고양시 덕양구 주교동 622,126.8376543,37.6594499,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로 134,경기도 고양시 덕양구 주교동 622,10462,4128151000,주교동,4128110100,주교동
성사동 714 (e편한세상 아파트),성사동 714,S-5405,경기도 고양시 덕양구 성사동 714,126.8406239,37.6608937,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 851,경기도 고양시 덕양구 성사동 714,10294,4128154000,성사1동,4128110600,성사동
주교동 617-8 (GS25시 앞 사거리),주교동 617-8,S-5406,경기도 고양시 덕양구 주교동 617-8,126.8349144,37.6578191,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로789번길 32,경기도 고양시 덕양구 주교동 617-8,10462,4128151000,주교동,4128110100,주교동
성사동 424-8,성사동 424-8,S-5407,경기도 고양시 덕양구 성사동 424-8,126.844397,37.6565698,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로 201-7,경기도 고양시 덕양구 성사동 424-8,10466,4128154000,성사1동,4128110600,성사동
성사동 496-5 (장미아파트 라동 앞 사거리),성사동 496-5,S-5408,경기도 고양시 덕양구 성사동 496-5,126.840878,37.6591302,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로153번길 28,경기도 고양시 덕양구 성사동 496-5,10466,4128154000,성사1동,4128110600,성사동
성사동 702-29 (지짐이집 앞 사거리),성사동 702-29,S-5409,경기도 고양시 덕양구 성사동 702-29,126.8378819,37.6550282,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로790번길 42-12,경기도 고양시 덕양구 성사동 702-29,10464,4128154000,성사1동,4128110600,성사동
주교동 619-3 (주교3호어린이공원),주교동 619-3,S-5410,경기도 고양시 덕양구 주교동 619-3,126.8364508,37.6581316,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로140번길 38,경기도 고양시 덕양구 주교동 619-3,10462,4128151000,주교동,4128110100,주교동
성사동 705 (주교2호어린이공원)(KT앞),성사동 705,S-5411,경기도 고양시 덕양구 성사동 705,126.8382656,37.6551311,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로790번길 42-9,경기도 고양시 덕양구 성사동 705,10464,4128154000,성사1동,4128110600,성사동
성사동 500-19 (치킨마루 앞),성사동 500-19,S-5412,경기도 고양시 덕양구 성사동 500-19,126.8389094,37.6581828,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로154번길 14,경기도 고양시 덕양구 성사동 500-19,10463,4128154000,성사1동,4128110600,성사동
주교동 613-1 (다비치안경 앞 구_신한은행),주교동 613-1,S-5413,경기도 고양시 덕양구 주교동 613-1,126.8354027,37.657031,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로789번길 15,경기도 고양시 덕양구 주교동 613-1,10461,4128151000,주교동,4128110100,주교동
성사동 506-49 (성사단위 농협 앞 노상),성사동 506-49,S-5414,경기도 고양시 덕양구 성사동 506-49,126.8386468,37.6568467,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로1369번길 64,경기도 고양시 덕양구 성사동 506-49,10463,4128154000,성사1동,4128110600,성사동
성사동 865 (주교10:어린이공원),성사동 865,S-5415,경기도 고양시 덕양구 성사동 865,126.8417916,37.6586797,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 865,NULL,4128154000,성사1동,4128110600,성사동
"성사동 488-27 (명림빌라 가동 횡단보도, 성사초교 부근)",성사동 488-27,S-5416,경기도 고양시 덕양구 성사동 488-27,126.8416652,37.6573359,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로 176,경기도 고양시 덕양구 성사동 488-27,10465,4128154000,성사1동,4128110600,성사동
성사동 369-10 (노인복지회관 인근 삼거리),성사동 369-10,S-5417,경기도 고양시 덕양구 성사동 369-10,126.8396158,37.6564869,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 369-10,10463,4128154000,성사1동,4128110600,성사동
성사동 419-6 (코사마트 사거리),성사동 419-6,S-5418,경기도 고양시 덕양구 성사동 419-6,126.8433263,37.6554601,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로812번길 111,경기도 고양시 덕양구 성사동 419-6,10465,4128154000,성사1동,4128110600,성사동
주교동 620-1 (스타벅스 앞 4거리),주교동 620-1,S-5419,경기도 고양시 덕양구 주교동 620-1,126.8376055,37.658215,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 811,경기도 고양시 덕양구 주교동 620-1,10462,4128151000,주교동,4128110100,주교동
주교동 610 (주교 1),주교동 610,S-5420,경기도 고양시 덕양구 주교동 610,126.8343808,37.6564262,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로779번길 15,경기도 고양시 덕양구 주교동 610,10461,4128151000,주교동,4128110100,주교동
성사동 419-19 (골목길 삼거리),성사동 419-19,S-5421,경기도 고양시 덕양구 성사동 419-19,126.8435895,37.6552915,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로812번길 115,경기도 고양시 덕양구 성사동 419-19,10465,4128154000,성사1동,4128110600,성사동
성사동 499 (코사마트 한양점 앞),성사동 499,S-5422,경기도 고양시 덕양구 성사동 499,126.8395744,37.6584146,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로 156,경기도 고양시 덕양구 성사동 499,10463,4128154000,성사1동,4128110600,성사동
성사동 524 (신정교회 삼거리),성사동 524,S-5423,경기도 고양시 덕양구 성사동 524,126.8407981,37.6598953,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 846-10,경기도 고양시 덕양구 성사동 524,10466,4128154000,성사1동,4128110600,성사동
성사동 539 (원릉역 지하보도 내부),성사동 539,S-5424,경기도 고양시 덕양구 성사동 539,126.8408572,37.6633828,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 원당로 130,경기도 고양시 덕양구 성사동 539,10298,4128154000,성사1동,4128110600,성사동
성사동 692-51 (성라공원 테니스장 앞 등산로주출입구),성사동 692-51,S-5425,경기도 고양시 덕양구 성사동 692-51,126.845407,37.6491644,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 어울림로 33,경기도 고양시 덕양구 성사동 692-51,10471,4128154000,성사1동,4128110600,성사동
성사동 661-4 (수역이마을 송화보리밥 건너편 삼거리),성사동 661-4,S-5426,경기도 고양시 덕양구 성사동 661-4,126.8500156,37.6640851,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 661-4,10293,4128154000,성사1동,4128110600,성사동
성사동 424-10 (사거리),성사동 424-10,S-5427,경기도 고양시 덕양구 성사동 424-10,126.8442303,37.656361,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 마상로 201,경기도 고양시 덕양구 성사동 424-10,10466,4128154000,성사1동,4128110600,성사동
성사동 549-4,성사동 549-4,S-5428,경기도 고양시 덕양구 성사동 549-4,126.8429132,37.6638174,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 887,경기도 고양시 덕양구 성사동 549-4,10294,4128154000,성사1동,4128110600,성사동
성사동 624-3,성사동 624-3,S-5429,경기도 고양시 덕양구 성사동 624-3,126.8421777,37.6630083,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 869,경기도 고양시 덕양구 성사동 624-3,10294,4128154000,성사1동,4128110600,성사동
성사동 706-10 (상목아파트사거리),성사동 706-10,S-5430,경기도 고양시 덕양구 성사동 706-10,126.8396106,37.6546307,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로1395번길 14,경기도 고양시 덕양구 성사동 706-10,10464,4128154000,성사1동,4128110600,성사동
성사동 410-22 (두배로마트앞),성사동 410-22,S-5431,경기도 고양시 덕양구 성사동 410-22,126.8439072,37.6538079,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 410-22,10293,,,4128110600,성사동
성사동 352-50 (신원당마을 사거리 (신호등주)),성사동 352-50,S-5432,경기도 고양시 덕양구 성사동 352-50,126.832771,37.6535631,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 352-50,NULL,4128155000,성사2동,4128110600,성사동
성사동 553-8 (성사체육공원 내),성사동 553-8,S-5433,경기도 고양시 덕양구 성사동 553-8,126.8426271,37.6618054,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 553-8,10467,4128154000,성사1동,4128110600,성사동
성사동 742 (어울림극장 주변),성사동 742,S-5434,경기도 고양시 덕양구 성사동 742,126.8357874,37.6527189,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 성사동 742,NULL,4128155000,성사2동,4128110600,성사동
"성사동 729 (성사2, 성라어린이공원)",성사동 729,S-5502,경기도 고양시 덕양구 성사동 729,126.8357799,37.6517458,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로1384번길 46,경기도 고양시 덕양구 성사동 729,10469,4128155000,성사2동,4128110600,성사동
"성사동 735 (성사3, 별모래어린이공원)",성사동 735,S-5503,경기도 고양시 덕양구 성사동 735,126.8333114,37.6516223,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로716번길 13-14,경기도 고양시 덕양구 성사동 735,10469,4128155000,성사2동,4128110600,성사동
성사동 728 (성사1:어린이공원),성사동 728,S-5504,경기도 고양시 덕양구 성사동 728,126.8332944,37.6534331,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 746,경기도 고양시 덕양구 성사동 728,10468,4128155000,성사2동,4128110600,성사동
성사동 267 (성라공원:근린공원),성사동 267,S-5505,경기도 고양시 덕양구 성사동 267,126.8450983,37.6471431,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로1432번길 114,경기도 고양시 덕양구 성사동 267,10479,4128154000,성사1동,4128110600,성사동
성사동 551 (성사체육공원),성사동 551,S-5507,경기도 고양시 덕양구 성사동 551,126.8434696,37.6622912,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 호국로 876,경기도 고양시 덕양구 성사동 551,10467,4128154000,성사1동,4128110600,성사동
